"Refseq.ID"	"Organism"	"Spacer.Accession"	"Spacer.Start"	"Spacer.End"	"Proto.spacer.Start"	"Proto.spacer.End"	"Source"	"Product"	"Protein.id"	"GO.Function"	"GO.process"	"Gene"	"EC.number"	"TaxID"	"Species"	"Genus"	"Superkingdom"	"Phylum"	"Class"	"Order"	"Family"	"locus_tag"	"CRISPR.Type"
"NZ_CP012073"	"Ottowia sp. oral taxon 894 strain W10237"	"NZ_CP012073.1"	1162715	1162745	1664487	1664517	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1658672"	"Ottowia sp."	"Ottowia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_BANP01000003"	"Acidovorax sp. MR-S7"	"NZ_BANP01000003.1"	95482	95512	75014	75044	"KE Watters ((PMID:30190307))"	"IPTL-CTERM sorting domain-containing protein"	"WP_020226737.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1268622"	"Acidovorax sp."	"Acidovorax"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"AVS7_RS01495"	"No CRISPR type prediction"
"NZ_CP018101"	"Delftia sp. HK171"	"NZ_CP018101.1"	1384168	1384200	5074873	5074905	"KE Watters ((PMID:30190307))"	"aldehyde dehydrogenase family protein"	"WP_047218958.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1920191"	"Delftia sp."	"Delftia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"BO996_RS22715"	"I-F"
"NZ_NCVR01000001"	"Eggerthia catenaformis strain MAR1 NODE_1"	"NZ_NCVR01000001.1"	76174	76210	383	419	"KE Watters ((PMID:30190307))"	"dUTP diphosphatase"	"WP_004804410.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"31973"	"Eggerthia catenaformis"	"Eggerthia"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Coprobacillaceae"	"B7939_RS00005"	"I-B"
"NZ_ACCK01000449"	"Catenibacterium mitsuokai DSM 15897 C_mitsuokai-1.0_Cont562.1"	"NZ_ACCK01000449.1"	62958	62988	35693	35723	"KE Watters ((PMID:30190307))"	"pyridoxal phosphate-dependent aminotransferase"	"WP_006507101.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"451640"	"Catenibacterium mitsuokai"	"Catenibacterium"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Coprobacillaceae"	"CATMIT_RS13905"	"No CRISPR type prediction"
"NZ_NCVR01000001"	"Eggerthia catenaformis strain MAR1 NODE_1"	"NZ_NCVR01000001.1"	75845	75882	67	104	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"31973"	"Eggerthia catenaformis"	"Eggerthia"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Coprobacillaceae"	"Error: 'locus_tag' is not in list"	"I-B"
"NZ_QEEY01000007"	"Corynebacterium sp. 2185 Scaffold7"	"NZ_QEEY01000007.1"	1799	1831	16888	16920	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_108404769.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"2079535"	"Corynebacterium sp."	"Corynebacterium"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Corynebacteriaceae"	"DF219_RS07615"	"I-E"
"NZ_LTAR01000002"	"Corynebacterium diphtheriae bv. belfanti strain CCUG 5865 "	"NZ_LTAR01000002.1"	16520	16553	12933	12966	"KE Watters ((PMID:30190307))"	"CRISPR-associated helicase/endonuclease Cas3"	"WP_088266188.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"2315254"	"Corynebacterium diphtheriae"	"Corynebacterium"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Corynebacteriaceae"	"AZF07_RS00105"	"I-E"
"NZ_LT160593"	"Corynebacterium provencense strain SN15"	"NZ_LT160593.1"	417662	417694	946174	946206	"KE Watters ((PMID:30190307))"	"iron-siderophore ABC transporter substrate-binding protein"	"WP_078057370.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1737425"	"Corynebacterium provencense"	"Corynebacterium"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Corynebacteriaceae"	"BN3906_RS10705
<1"	"Error: HTTP Error 500: Internal Server Error"
"NZ_PVTE01000024"	"Spirosoma oryzae strain DSM 28354 Ga0180994_124"	"NZ_PVTE01000024.1"	92443	92481	613	651	"KE Watters ((PMID:30190307))"	"DUF5694 domain-containing protein"	"WP_106139961.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1469603"	"Spirosoma oryzae"	"Spirosoma"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"CLV58_RS21805"	"No CRISPR type prediction"
"NZ_PVTE01000066"	"Spirosoma oryzae strain DSM 28354 Ga0180994_166"	"NZ_PVTE01000066.1"	2217	2255	138240	138278	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1469603"	"Spirosoma oryzae"	"Spirosoma"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_CP020104"	"Spirosoma aerolatum strain KACC 17939"	"NZ_CP020104.1"	2528896	2528933	4654314	4654351	"KE Watters ((PMID:30190307))"	"site-specific DNA-methyltransferase"	"WP_080057199.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1211326"	"Spirosoma aerolatum"	"Spirosoma"	"Bacteria"	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"B5M13_RS19185
<1"	"I-B"
"NZ_JGYD01000004"	"Dehalococcoides mccartyi strain MB "	"NZ_JGYD01000004.1"	100	136	104272	104308	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"61435"	"Dehalococcoides mccartyi"	"Dehalococcoides"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_JSWM01000005"	"Dehalococcoides mccartyi strain JNA opera_"	"NZ_JSWM01000005.1"	95594	95626	820798	820830	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"61435"	"Dehalococcoides mccartyi"	"Dehalococcoides"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Error: HTTP Error 400: Bad Request"	"I-E"
"NZ_JSWM01000005"	"Dehalococcoides mccartyi strain JNA opera_"	"NZ_JSWM01000005.1"	95349	95382	790315	790348	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"61435"	"Dehalococcoides mccartyi"	"Dehalococcoides"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidales"	"Dehalococcoidaceae"	"Error: HTTP Error 400: Bad Request"	"I-E"
"NZ_JQNI01000004"	"Deinococcus sp. YIM 77859 EI73DRAFT_scf7180000000011_quiver_dupTrim_4943.4_C"	"NZ_JQNI01000004.1"	287106	287144	36750	36788	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_034388483.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1540221"	"Deinococcus sp."	"Deinococcus"	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"EI73_RS13335
<39"	"I-B"
"NZ_JMQF01000059"	"Deinococcus sp. RL "	"NZ_JMQF01000059.1"	36505	36540	8188	8223	"KE Watters ((PMID:30190307))"	"DivIVA domain-containing protein"	"WP_081851787.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1489678"	"Deinococcus sp."	"Deinococcus"	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"RDMS_RS13915"	"No CRISPR type prediction"
"NZ_JHAC01000002"	"Deinococcus phoenicis strain 1P10ME CR5801000002"	"NZ_JHAC01000002.1"	103456	103488	9469	9501	"KE Watters ((PMID:30190307))"	"16S rRNA (cytidine(1402)-2'-O)-methyltransferase"	"WP_034352013.1"	"GO:0008649"	"GO:0000451"	"rsmI"	"2.1.1.198"	"1476583"	"Deinococcus phoenicis"	"Deinococcus"	"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"DEIPH_RS00310"	"I-E"
"NZ_OMOF01000371"	"Desulfosporosinus sp. SbF1 strain Peat soil MAG SbF1"	"NZ_OMOF01000371.1"	7568	7602	76480	76514	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2043169"	"Desulfosporosinus sp."	"Desulfosporosinus"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Desulfitobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"I-C"
"NZ_OMOF01000371"	"Desulfosporosinus sp. SbF1 strain Peat soil MAG SbF1"	"NZ_OMOF01000371.1"	6565	6599	41110	41144	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2043169"	"Desulfosporosinus sp."	"Desulfosporosinus"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Desulfitobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"I-C"
"NC_015172"	"Syntrophobotulus glycolicus DSM 8271"	"NC_015172.1"	1393648	1393685	756857	756894	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_013624007.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"645991"	"Syntrophobotulus glycolicus"	"Syntrophobotulus"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Desulfitobacteriaceae"	"SGLY_RS03980"	"I-B"
"NZ_ATHJ01000003"	"Desulfococcus multivorans DSM 2059 ctg102"	"NZ_ATHJ01000003.1"	6752	6789	9099	9136	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1121405"	"Desulfococcus multivorans"	"Desulfococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_KI421467"	"Desulfosarcina sp. BuS5 A39WDRAFT_"	"NZ_KI421467.1"	4261	4297	122768	122804	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"933262"	"Desulfosarcina sp."	"Desulfosarcina"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_ATHJ01000001"	"Desulfococcus multivorans DSM 2059 ctg100"	"NZ_ATHJ01000001.1"	92	132	76692	76732	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1121405"	"Desulfococcus multivorans"	"Desulfococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"PDTD01000026"	"Desulfobulbus propionicus isolate DOLJORAL78_50_64 DolJOral78_"	"PDTD01000026.1"	14422	14463	47379	47420	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"894"	"Desulfobulbus propionicus"	"Desulfobulbus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"MTEO01000091"	"Desulfobulbaceae bacterium A2 Ga0073110_1091"	"MTEO01000091.1"	9007	9039	1075	1107	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"gb|OQX16006.1||gnl|WGS:MTEO|BWK76_12135"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1934250"	"Desulfobulbaceae bacterium"	"Desulfobulbaceae"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"BWK76_12135
<1"	"I-E"
"NZ_CP021255"	"Desulfobulbus sp. ORNL chromosome"	"NZ_CP021255.1"	1105126	1105158	2115989	2116021	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_146106477.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1986146"	"Desulfobulbus sp."	"Desulfobulbus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"CAY53_RS12730
<1"	"I-E"
"NC_009943"	"Desulfococcus oleovorans Hxd3"	"NC_009943.1"	860188	860229	1078648	1078689	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"96561"	"Desulfococcus oleovorans"	"Desulfococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfosudaceae"	"Error: 'locus_tag' is not in list"	"Error: HTTP Error 500: Internal Server Error"
"NC_009943"	"Desulfococcus oleovorans Hxd3"	"NC_009943.1"	860188	860229	1929927	1929968	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"96561"	"Desulfococcus oleovorans"	"Desulfococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfosudaceae"	"Error: 'locus_tag' is not in list"	"III-A"
"NC_009943"	"Desulfococcus oleovorans Hxd3"	"NC_009943.1"	860188	860229	2575306	2575347	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"96561"	"Desulfococcus oleovorans"	"Desulfococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfosudaceae"	"Error: 'locus_tag' is not in list"	"Error: HTTP Error 500: Internal Server Error"
"NZ_JH600068"	"Desulfovibrio sp. U5L DesU5L"	"NZ_JH600068.1"	3186411	3186447	2425059	2425095	"KE Watters ((PMID:30190307))"	"metabolite traffic protein EboE"	"WP_009108818.1"	"Error: No function id"	"Error: No process id"	"eboE"	"Error: No EC number"	"596152"	"Desulfovibrio sp."	"Desulfovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"DESU5LDRAFT_RS11140"	"I-C"
"NZ_KI632512"	"Desulfovibrio termitidis HI1 DesteDRAFT_DTF.1"	"NZ_KI632512.1"	2545146	2545180	2871794	2871828	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"644897"	"Desulfovibrio termitidis"	"Desulfovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"NZ_AQXE01000010"	"Desulfovibrio oxyclinae DSM 11498 B149DRAFT_"	"NZ_AQXE01000010.1"	166823	166855	4329	4361	"KE Watters ((PMID:30190307))"	"DEAD/DEAH box helicase"	"WP_018125296.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1121459"	"Desulfovibrio oxyclinae"	"Desulfovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"B149_RS0111440
<1"	"I-F"
"NZ_CP006867"	"Ignicoccus islandicus DSM 13165"	"NZ_CP006867.1"	899398	899440	1274272	1274314	"KE Watters ((PMID:30190307))"	"tRNA-Ser"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"940295"	"Ignicoccus islandicus"	"Ignicoccus"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Desulfurococcales"	"Desulfurococcaceae"	"EYM_RS07065"	"No CRISPR type prediction"
"NC_011766"	"Desulfurococcus kamchatkensis 1221n"	"NC_011766.1"	768361	768402	1179184	1179225	"KE Watters ((PMID:30190307))"	"DNA-directed RNA polymerase subunit G"	"WP_048058925.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"2.7.7.6"	"490899"	"Desulfurococcus kamchatkensis"	"Desulfurococcus"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Desulfurococcales"	"Desulfurococcaceae"	"DKAM_RS06135"	"III-B"
"NZ_CP006867"	"Ignicoccus islandicus DSM 13165"	"NZ_CP006867.1"	899398	899440	747629	747671	"KE Watters ((PMID:30190307))"	"tRNA-Ser"	"WP_075049821.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"940295"	"Ignicoccus islandicus"	"Ignicoccus"	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Desulfurococcales"	"Desulfurococcaceae"	"EYM_RS04225"	"No CRISPR type prediction"
"NC_008609"	"Pelobacter propionicus DSM 2379"	"NC_008609_2_37"	2526767	2526798	328294	328325	"stern(PMID:20598393)"	"efflux transporter outer membrane subunit"	"WP_011734277.1"	"GO:0015288"	"GO:0006810"	"Error: No gene name"	"Error: No EC number"	"338966"	"Pelobacter propionicus"	"Pelobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadaceae"	"PPRO_RS01590"	"I-E"
"NC_008609"	"Pelobacter propionicus DSM 2379"	"NC_008609_2_40"	2526950	2526981	331946	331977	"stern(PMID:20598393)"	"efflux RND transporter permease subunit"	"WP_011734278.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"338966"	"Pelobacter propionicus"	"Pelobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadaceae"	"PPRO_RS01595"	"I-E"
"NC_008609"	"Pelobacter propionicus DSM 2379"	"NC_008609.1"	2526767	2526799	328294	328326	"KE Watters ((PMID:30190307))"	"efflux transporter outer membrane subunit"	"WP_011734277.1"	"GO:0015288"	"GO:0006810"	"Error: No gene name"	"Error: No EC number"	"338966"	"Pelobacter propionicus"	"Pelobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadaceae"	"PPRO_RS01590"	"I-E"
"NIRF01000007"	"Dictyoglomus sp. NZ13-RE01 "	"NIRF01000007.1"	28236	28273	2981	3018	"KE Watters ((PMID:30190307))"	"ABC transporter substrate-binding protein"	"gb|PMQ01359.1||gnl|WGS:NIRF|CBR30_05900"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2010949"	"Dictyoglomus sp."	"Dictyoglomus"	"Bacteria"	"Dictyoglomi"	"Dictyoglomia"	"Dictyoglomales"	"Dictyoglomaceae"	"CBR30_05900
<1"	"No CRISPR type prediction"
"NIRF01000007"	"Dictyoglomus sp. NZ13-RE01 "	"NIRF01000007.1"	26274	26310	2128	2164	"KE Watters ((PMID:30190307))"	"anhydro-N-acetylmuramic acid kinase"	"gb|PMQ01357.1||gnl|WGS:NIRF|CBR30_05890"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2010949"	"Dictyoglomus sp."	"Dictyoglomus"	"Bacteria"	"Dictyoglomi"	"Dictyoglomia"	"Dictyoglomales"	"Dictyoglomaceae"	"CBR30_05890
<1"	"I-B"
"NIRF01000007"	"Dictyoglomus sp. NZ13-RE01 "	"NIRF01000007.1"	26339	26375	2361	2397	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"gb|PMQ01358.1||gnl|WGS:NIRF|CBR30_05895"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2010949"	"Dictyoglomus sp."	"Dictyoglomus"	"Bacteria"	"Dictyoglomi"	"Dictyoglomia"	"Dictyoglomales"	"Dictyoglomaceae"	"CBR30_05895
<1"	"I-B"
"NZ_CP015452"	"Dietzia lutea strain YIM 80766 plasmid unnamed3"	"NZ_CP015452.1"	944	977	28842	28875	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_244192637.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"546160"	"Dietzia lutea"	"Dietzia"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Dietziaceae"	"A6035_RS18105"	"No CRISPR type prediction"
"NZ_CP015452"	"Dietzia lutea strain YIM 80766 plasmid unnamed3"	"NZ_CP015452.1"	7278	7311	28842	28875	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_244192637.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"546160"	"Dietzia lutea"	"Dietzia"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Dietziaceae"	"A6035_RS18105"	"No CRISPR type prediction"
"NZ_CP015449"	"Dietzia lutea strain YIM 80766 chromosome"	"NZ_CP015449.1"	363328	363361	28842	28875	"KE Watters ((PMID:30190307))"	"PaaI family thioesterase"	"WP_108846113.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"546160"	"Dietzia lutea"	"Dietzia"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Corynebacteriales"	"Dietziaceae"	"A6035_RS00125"	"No CRISPR type prediction"
"NZ_FQUC01000021"	"Dysgonomonas macrotermitis strain DSM 27370"	"NZ_FQUC01000021.1"	2376	2412	203481	203517	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1346286"	"Dysgonomonas macrotermitis"	"Dysgonomonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_BBXL01000026"	"Dysgonomonas macrotermitis strain JCM 19375"	"NZ_BBXL01000026.1"	1898	1933	2681	2716	"KE Watters ((PMID:30190307))"	"SH3 beta-barrel fold-containing protein"	"WP_062184196.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1346286"	"Dysgonomonas macrotermitis"	"Dysgonomonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"CONTIG_RS17495
<36"	"Error: HTTP Error 500: Internal Server Error"
"NZ_FQUC01000021"	"Dysgonomonas macrotermitis strain DSM 27370"	"NZ_FQUC01000021.1"	1993	2028	33408	33443	"KE Watters ((PMID:30190307))"	"replicative DNA helicase"	"WP_062184312.1"	"GO:0003678"	"GO:0006260"	"dnaB"	"3.6.4.12"	"1346286"	"Dysgonomonas macrotermitis"	"Dysgonomonas"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"BUC12_RS18430"	"No CRISPR type prediction"
"NZ_JQSG01000031"	"Acidihalobacter prosperus strain DSM 5130 "	"NZ_JQSG01000031.1"	11320	11355	193537	193572	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"160660"	"Acidihalobacter prosperus"	"Acidihalobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Error: HTTP Error 400: Bad Request"	"IV-A3"
